timestamp,open,high,low,close,volume
2026-05-26 07:50:00,0.10124,0.10135,0.10123,0.10131,3201125114.0
2026-05-26 08:15:00,0.10128,0.10133,0.10117,0.10132,4374978074.0
2026-05-26 08:20:00,0.10132,0.10135,0.10126,0.10126,1799977406.0
2026-05-26 08:25:00,0.10126,0.10127,0.10117,0.10118,2342597256.0
2026-05-26 08:30:00,0.10117,0.10119,0.10105,0.10107,4205941190.0
2026-05-26 08:35:00,0.10107,0.10119,0.10101,0.10119,2287105518.0
2026-05-26 08:40:00,0.10119,0.1012,0.10114,0.1012,144582960.0
2026-05-26 08:45:00,0.1012,0.1012,0.10101,0.10103,1098640668.0
2026-05-26 08:55:00,0.10119,0.10128,0.10116,0.10123,2634933221.0
2026-05-26 09:00:00,0.10123,0.10126,0.10116,0.10123,1345834709.0
2026-05-26 09:15:00,0.10125,0.10143,0.1012,0.10133,2880183247.0
2026-05-26 09:20:00,0.10133,0.10136,0.10115,0.10117,5037165218.0
2026-05-26 09:25:00,0.10117,0.10131,0.10115,0.1013,1802274952.0
2026-05-26 09:30:00,0.10131,0.10134,0.10122,0.10122,3195899648.0
2026-05-26 09:35:00,0.10122,0.10123,0.1011,0.10111,2188749752.0
2026-05-26 15:50:00,0.10199,0.10199,0.1016,0.10174,6304020830.0
2026-05-26 15:55:00,0.1016,0.10181,0.10157,0.10178,4099065416.0
2026-05-26 16:00:00,0.10178,0.10204,0.10178,0.10189,3961048767.0
2026-05-26 16:05:00,0.10188,0.10189,0.10156,0.10171,5284884560.0
2026-05-26 16:10:00,0.1017,0.10171,0.10141,0.10148,5329400708.0
2026-05-26 16:15:00,0.10148,0.10171,0.10148,0.10167,3654411068.0
2026-05-26 16:20:00,0.10167,0.10168,0.10153,0.10165,4304428962.0
2026-05-26 16:25:00,0.10165,0.1017,0.10159,0.10165,3927423328.0
2026-05-26 16:40:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 16:45:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 16:50:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 17:20:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 17:25:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 17:30:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 17:35:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 17:40:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 17:45:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 17:50:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 17:55:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 18:00:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 18:05:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 18:10:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 18:15:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 18:20:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 18:25:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 18:30:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 18:35:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 18:40:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 18:45:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 18:50:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 18:55:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 19:00:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 19:05:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 19:10:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 19:15:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 19:20:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 19:25:00,0.10164,0.10164,0.10164,0.10164,0.0
2026-05-26 19:30:00,0.10165,0.10165,0.10086,0.10086,4393785403.0
2026-05-26 19:35:00,0.10086,0.10099,0.10085,0.10099,2030129393.0
2026-05-26 19:40:00,0.10099,0.10126,0.10097,0.1012,7592569888.0
2026-05-26 19:45:00,0.10121,0.10126,0.1011,0.10112,1529067452.0
2026-05-26 19:50:00,0.10112,0.10127,0.10112,0.10121,3389655986.0
2026-05-26 19:55:00,0.10121,0.10122,0.10105,0.10105,4728580117.0
2026-05-26 20:00:00,0.10105,0.10119,0.10104,0.10119,1487930174.0
2026-05-26 20:05:00,0.10117,0.10127,0.10116,0.10127,2085165640.0
2026-05-26 20:10:00,0.10127,0.10133,0.10122,0.10124,2301668967.0
2026-05-26 20:15:00,0.10124,0.10124,0.10107,0.10107,3503412947.0
2026-05-26 20:20:00,0.10107,0.1011,0.10103,0.10108,1787680820.0
2026-05-26 20:25:00,0.10108,0.10118,0.10107,0.10117,2493977775.0
2026-05-26 20:30:00,0.10117,0.10119,0.10104,0.10105,1491338845.0
2026-05-26 20:35:00,0.10105,0.10107,0.101,0.10105,1620547492.0
2026-05-26 20:40:00,0.10105,0.10112,0.10104,0.10112,1521783774.0
2026-05-26 20:45:00,0.10112,0.10112,0.10103,0.1011,2150257211.0
2026-05-26 20:50:00,0.10107,0.1011,0.10101,0.10104,263622579.0
2026-05-26 20:55:00,0.10104,0.10116,0.10103,0.10116,2544102392.0
2026-05-26 21:00:00,0.10116,0.1012,0.10103,0.10104,2895668580.0
2026-05-26 21:05:00,0.10104,0.10105,0.10092,0.10094,2767876614.0
2026-05-28 19:25:00,0.10008,0.10012,0.10004,0.10012,1683974411.0
2026-05-28 19:30:00,0.10012,0.1002,0.09995,0.09995,3969119270.0
2026-05-28 19:35:00,0.09995,0.09995,0.09984,0.09984,2225100523.0
2026-05-28 19:40:00,0.09984,0.09991,0.09982,0.09984,474681504.0
2026-05-28 19:45:00,0.09984,0.09999,0.09984,0.09999,3066638907.0
2026-05-28 19:50:00,0.09999,0.1,0.09978,0.09981,3381583437.0
2026-05-28 20:00:00,0.09956,0.09961,0.09928,0.09932,5287824284.0
2026-05-28 20:05:00,0.09932,0.09935,0.09913,0.09922,4925095408.0
2026-05-28 20:10:00,0.09922,0.09961,0.09922,0.09954,995580946.0
2026-05-28 20:15:00,0.09954,0.09975,0.09948,0.09975,4660070104.0
2026-05-28 20:20:00,0.09975,0.09984,0.09972,0.09975,2811372431.0
2026-05-28 20:25:00,0.09975,0.09992,0.09973,0.09988,2569489390.0
2026-05-28 20:30:00,0.09988,0.1,0.09983,0.0999,3475378902.0
2026-05-28 20:35:00,0.0999,0.1,0.09989,0.0999,1422388409.0
2026-05-28 20:40:00,0.0999,0.1,0.09987,0.09996,1200012190.0
2026-05-28 20:45:00,0.09996,0.1,0.09984,0.1,3141788259.0
2026-05-28 20:50:00,0.1,0.10001,0.09991,0.09994,1435806518.0
2026-05-28 20:55:00,0.09994,0.09994,0.09972,0.09973,4331180897.0
2026-05-28 21:00:00,0.09974,0.09986,0.0997,0.0997,4075179856.0
2026-05-28 21:05:00,0.0997,0.1002,0.09968,0.10016,6398737954.0
2026-05-28 21:10:00,0.10016,0.10043,0.10015,0.10032,5265260348.0
2026-05-28 21:15:00,0.10032,0.10035,0.10017,0.10017,2578903788.0
2026-05-28 21:20:00,0.10017,0.10022,0.10005,0.10008,2465147366.0
2026-05-28 21:25:00,0.10009,0.1001,0.10002,0.10002,661004275.0
2026-05-28 21:30:00,0.10002,0.10004,0.09997,0.10004,3417034121.0
2026-05-28 21:35:00,0.10004,0.1002,0.10003,0.1002,4424389701.0
2026-05-28 21:40:00,0.1002,0.1002,0.10006,0.1001,1609031144.0
2026-05-28 21:45:00,0.1001,0.1001,0.09997,0.10002,3442283387.0
2026-05-28 21:50:00,0.10002,0.10003,0.09993,0.09995,756695843.0
2026-05-28 21:55:00,0.09995,0.10007,0.09993,0.09996,1639857413.0
2026-05-28 22:00:00,0.09996,0.10018,0.09985,0.09987,7429546189.0
2026-05-28 22:05:00,0.09987,0.09993,0.09979,0.09984,3885683215.0
2026-05-28 22:10:00,0.09984,0.09984,0.09972,0.09981,4465027431.0
2026-05-28 22:15:00,0.09981,0.09981,0.09968,0.09968,2488790865.0
2026-05-28 22:20:00,0.09968,0.09973,0.0996,0.09973,2571816071.0
2026-05-28 22:25:00,0.09973,0.09973,0.09958,0.09958,1318787708.0
2026-05-28 22:30:00,0.09958,0.09959,0.09945,0.09946,3165467242.0
2026-05-28 22:35:00,0.09946,0.09946,0.09938,0.09938,1852755537.0
2026-05-28 22:40:00,0.09938,0.09938,0.09926,0.0993,1348358343.0
2026-05-28 22:45:00,0.09929,0.09952,0.09929,0.09951,3784123458.0
2026-05-28 22:50:00,0.09951,0.09957,0.09945,0.0995,3552601680.0
2026-05-28 22:55:00,0.0995,0.09953,0.09943,0.09944,1079337397.0
2026-05-28 23:00:00,0.09944,0.09951,0.09938,0.09946,2174811905.0
